name,zone,P. Mass Class,atmosphere,habitable,radius,S. Constellation,distance,P. Disc. Method,P. Disc. Year
Kepler-1093 c,Hot,Superterran,metals-rich,non-habitable,1.96,Lyr,848,Transit,2016
Kepler-1503 b,Hot,Superterran,hydrogen-rich,non-habitable,2.27,Cyg,850,Transit,2016
Kepler-1344 b,Hot,Superterran,metals-rich,non-habitable,1.84,Lyr,851,Transit,2016
Kepler-575 b,Hot,Superterran,metals-rich,non-habitable,2.39,Lyr,852,Transit,2016
Kepler-587 b,Hot,Superterran,metals-rich,non-habitable,2.23,Cyg,852,Transit,2016
Kepler-756 b,Hot,Terran,no-atmosphere,non-habitable,1.12,Lyr,852,Transit,2016
Kepler-1284 b,Hot,Terran,no-atmosphere,non-habitable,1.21,Cyg,852,Transit,2016
Kepler-1533 b,Hot,Neptunian,metals-rich,non-habitable,3.46,Cyg,852,Transit,2016
Kepler-852 b,Hot,Superterran,metals-rich,non-habitable,2.54,Cyg,854,Transit,2016
Kepler-747 b,Hot,Neptunian,metals-rich,non-habitable,5.26,Lyr,855,Transit,2016
Kepler-1613 b,Hot,Superterran,metals-rich,non-habitable,2.08,Lyr,855,Transit,2016
Kepler-46 b,Hot,Jovian,hydrogen-rich,non-habitable,9.09,Lyr,857,Primary Transit,2012
Kepler-46 c,Hot,Jovian,hydrogen-rich,non-habitable,8.11,Lyr,857,TTV,2012
Kepler-886 b,Hot,Terran,metals-rich,non-habitable,1.52,Lyr,857,Transit,2016
Kepler-1519 b,Warm,Jovian,hydrogen-rich,non-habitable,7.06,Cyg,858,Transit,2016
Kepler-1011 b,Hot,Neptunian,metals-rich,non-habitable,2.87,Cyg,860,Transit,2016
Kepler-938 b,Hot,Superterran,metals-rich,non-habitable,2.22,Cyg,861,Transit,2016
Kepler-1060 b,Hot,Superterran,metals-rich,non-habitable,2.37,Lyr,861,Transit,2016
Kepler-1245 b,Hot,Terran,metals-rich,non-habitable,1.43,Lyr,861,Transit,2016
Kepler-1245 c,Hot,Terran,metals-rich,non-habitable,1.43,Lyr,861,Transit,2016
Kepler-494 b,Hot,Jovian,metals-rich,non-habitable,7.13,Cyg,862,Transit,2016
Kepler-724 b,Hot,Neptunian,metals-rich,non-habitable,3.29,Cyg,862,Transit,2016
Kepler-1256 b,Hot,Terran,metals-rich,non-habitable,1.49,Cyg,862,Transit,2016
Kepler-1616 b,Hot,Terran,no-atmosphere,non-habitable,1.02,Lyr,862,Transit,2016
Kepler-1251 b,Hot,Superterran,metals-rich,non-habitable,1.84,Cyg,863,Transit,2016
Kepler-613 b,Hot,Superterran,metals-rich,non-habitable,2.28,Lyr,864,Transit,2016
Kepler-1376 b,Hot,Terran,no-atmosphere,non-habitable,1.05,Lyr,864,Transit,2016
Kepler-1586 b,Hot,Terran,metals-rich,non-habitable,1.52,Cyg,864,Transit,2016
Kepler-1234 b,Hot,Neptunian,metals-rich,non-habitable,2.81,Cyg,866,Transit,2016
Kepler-1438 b,Hot,Terran,no-atmosphere,non-habitable,0.94,Lyr,866,Transit,2016
Kepler-656 b,Hot,Neptunian,no-atmosphere,non-habitable,3.11,Lyr,867,Transit,2016
Kepler-761 b,Hot,Superterran,metals-rich,non-habitable,2.03,Cyg,867,Transit,2016
Kepler-1181 b,Hot,Superterran,metals-rich,non-habitable,1.57,Lyr,867,Transit,2016
Kepler-851 b,Hot,Superterran,metals-rich,non-habitable,1.68,Cyg,869,Transit,2016
Kepler-1517 b,Hot,Jovian,metals-rich,non-habitable,9.76,Lyr,869,Transit,2016
CoRoT-18 b,Hot,Jovian,hydrogen-rich,non-habitable,14.67,Mon,870,Primary Transit,2011
Kepler-1489 b,Hot,Superterran,metals-rich,non-habitable,1.77,Lyr,870,Transit,2016
Kepler-1447 b,Hot,Neptunian,metals-rich,non-habitable,2.9,Cyg,871,Transit,2016
HATS-31 b,Hot,Jovian,metals-rich,non-habitable,18.37,Hya,872,Primary Transit,2016
Kepler-1516 b,Hot,Superterran,metals-rich,non-habitable,1.75,Cyg,872,Transit,2016
Kepler-1564 b,Hot,Terran,metals-rich,non-habitable,1.47,Cyg,872,Transit,2016
Kepler-1580 b,Hot,Superterran,metals-rich,non-habitable,2.11,Lyr,872,Transit,2016
Kepler-1003 b,Hot,Superterran,metals-rich,non-habitable,1.78,Cyg,873,Transit,2016
Kepler-432 b,Hot,Jovian,hydrogen-rich,non-habitable,16.24,Cyg,874,Primary Transit,2014
KOI-1299 c,Hot,Jovian,hydrogen-rich,non-habitable,11.49,Cyg,874,Radial Velocity,2014
Kepler-678 b,Hot,Neptunian,metals-rich,non-habitable,5.14,Cyg,875,Transit,2016
Kepler-1098 b,Hot,Terran,no-atmosphere,non-habitable,1.3,Cyg,876,Transit,2016
Kepler-1191 b,Hot,Terran,metals-rich,non-habitable,1.51,Cyg,876,Transit,2016
Kepler-668 b,Hot,Neptunian,metals-rich,non-habitable,2.7,Dra,877,Transit,2016
Kepler-1208 b,Hot,Superterran,metals-rich,non-habitable,2.32,Cyg,877,Transit,2016
Kepler-1243 b,Hot,Superterran,metals-rich,non-habitable,1.75,Cyg,877,Transit,2016
Kepler-1370 b,Hot,Superterran,metals-rich,non-habitable,1.84,Lyr,878,Transit,2016
Kepler-1370 c,Hot,Terran,no-atmosphere,non-habitable,1.27,Lyr,878,Transit,2016
Kepler-927 b,Hot,Superterran,metals-rich,non-habitable,1.71,Lyr,879,Transit,2016
Kepler-1400 b,Hot,Superterran,metals-rich,non-habitable,1.62,Lyr,879,Transit,2016
Kepler-1535 b,Hot,Superterran,metals-rich,non-habitable,2.54,Lyr,879,Transit,2016
Kepler-1638 b,Warm,Superterran,metals-rich,mesoplanet,1.87,Cyg,879,Transit,2016
Kepler-720 b,Hot,Jovian,metals-rich,non-habitable,8.4,Cyg,880,Transit,2016
Kepler-1606 b,Warm,Superterran,hydrogen-rich,thermoplanet,2.07,Lyr,880,Transit,2016
KOI-195 b,Hot,Jovian,metals-rich,non-habitable,12.21,Cyg,880,Primary Transit,2014
Kepler-1356 b,Hot,Terran,no-atmosphere,non-habitable,1.52,Lyr,881,Transit,2016
Kepler-1189 b,Hot,Superterran,metals-rich,non-habitable,1.77,Cyg,883,Transit,2016
Kepler-1568 b,Hot,Terran,metals-rich,non-habitable,1.3,Cyg,883,Transit,2016
Kepler-948 b,Hot,Superterran,metals-rich,non-habitable,1.85,Cyg,884,Transit,2016
Kepler-1271 b,Hot,Terran,metals-rich,non-habitable,1.48,Lyr,885,Transit,2016
Kepler-503 b,Hot,Jovian,metals-rich,non-habitable,6.26,Lyr,888,Transit,2016
Kepler-699 b,Hot,Jovian,,non-habitable,14.1,Cyg,888,Transit,2016
Kepler-1501 b,Hot,Superterran,metals-rich,non-habitable,1.56,Lyr,888,Transit,2016
Kepler-1467 b,Hot,Neptunian,metals-rich,non-habitable,3.29,Cyg,890,Transit,2016
Kepler-702 b,Hot,Jovian,hydrogen-rich,non-habitable,9.16,Cyg,892,Transit,2016
Kepler-727 b,Hot,Superterran,no-atmosphere,non-habitable,2.53,Cyg,892,Transit,2016
Kepler-759 b,Hot,Superterran,metals-rich,non-habitable,2.27,Lyr,892,Transit,2016
Kepler-1508 b,Hot,Terran,metals-rich,non-habitable,1.33,Cyg,892,Transit,2016
Kepler-1018 b,Hot,Neptunian,metals-rich,non-habitable,2.58,Lyr,894,Transit,2016
Kepler-546 b,Hot,Jovian,metals-rich,non-habitable,6.99,Lyr,896,Transit,2016
Kepler-823 b,Hot,Superterran,metals-rich,non-habitable,1.57,Lyr,896,Transit,2016
Kepler-896 b,Hot,Superterran,metals-rich,non-habitable,2.53,Lyr,896,Transit,2016
Kepler-1272 b,Hot,Superterran,metals-rich,non-habitable,2.36,Lyr,896,Transit,2016
Kepler-1101 b,Hot,Superterran,hydrogen-rich,non-habitable,2.46,Cyg,897,Transit,2016
Kepler-1511 b,Hot,Superterran,metals-rich,non-habitable,1.68,Lyr,897,Transit,2016
Kepler-778 b,Hot,Superterran,metals-rich,non-habitable,1.68,Lyr,899,Transit,2016
Kepler-420 A b,Hot,Jovian,hydrogen-rich,non-habitable,10.53,Cyg,900,Primary Transit,2014
Kepler-1590 b,Hot,Terran,no-atmosphere,non-habitable,1.14,Cyg,900,Transit,2016
OGLE2-TR-L9 b,Hot,Jovian,hydrogen-rich,non-habitable,18.08,Car,900,Primary Transit,2007
Kepler-527 b,Hot,Neptunian,metals-rich,non-habitable,2.83,Cyg,901,Transit,2016
Kepler-645 b,Hot,Superterran,metals-rich,non-habitable,2.09,Cyg,901,Transit,2016
Kepler-1266 b,Hot,Neptunian,metals-rich,non-habitable,2.58,Lyr,901,Transit,2016
Kepler-763 b,Hot,Terran,no-atmosphere,non-habitable,1.22,Cyg,902,Transit,2016
Kepler-902 b,Hot,Superterran,metals-rich,non-habitable,2.54,Cyg,904,Transit,2016
Kepler-1500 b,Hot,Terran,metals-rich,non-habitable,1.2,Lyr,904,Transit,2016
Kepler-930 b,Hot,Superterran,metals-rich,non-habitable,2.13,Cyg,905,Transit,2016
Kepler-1303 b,Hot,Terran,metals-rich,non-habitable,1.42,Lyr,905,Transit,2016
HATS-11 b,Hot,Jovian,metals-rich,non-habitable,16.91,Sgr,906,Primary Transit,2016
Kepler-611 b,Hot,Superterran,metals-rich,non-habitable,1.65,Lyr,906,Transit,2016
HATS-26 b,Hot,Jovian,metals-rich,non-habitable,19.6,Ant,907,Primary Transit,2016
Kepler-667 b,Hot,Neptunian,metals-rich,non-habitable,4.73,Cyg,907,Transit,2016
Kepler-1587 b,Hot,Terran,metals-rich,non-habitable,1.33,Cyg,907,Transit,2016
Kepler-1221 b,Hot,Superterran,metals-rich,non-habitable,1.88,Lyr,909,Transit,2016
Kepler-1125 b,Hot,Superterran,metals-rich,non-habitable,1.84,Cyg,910,Transit,2016
Kepler-1326 b,Hot,Neptunian,metals-rich,non-habitable,4.18,Cyg,910,Transit,2016
Kepler-1168 b,Hot,Superterran,hydrogen-rich,non-habitable,2.5,Lyr,911,Transit,2016
Kepler-1170 b,Hot,Superterran,metals-rich,non-habitable,2.41,Cyg,911,Transit,2016
OGLE-2013-BLG-0341L b,Cold,Terran,hydrogen-rich,non-habitable,1.21,Sgr,911,Microlensing,2014
Kepler-1083 b,Hot,Neptunian,metals-rich,non-habitable,3.36,Lyr,912,Transit,2016
Kepler-981 b,Hot,Superterran,metals-rich,non-habitable,2.31,Cyg,913,Transit,2016
Kepler-1092 b,Hot,Superterran,metals-rich,non-habitable,2.07,Cyg,914,Transit,2016
Kepler-789 b,Hot,Superterran,metals-rich,non-habitable,2.12,Cyg,915,Transit,2016
Kepler-859 b,Hot,Neptunian,metals-rich,non-habitable,3.09,Lyr,915,Transit,2016
Kepler-1091 b,Hot,Terran,no-atmosphere,non-habitable,1.46,Cyg,915,Transit,2016
Kepler-1528 b,Hot,Terran,no-atmosphere,non-habitable,1.46,Lyr,916,Transit,2016
Kepler-946 b,Hot,Superterran,metals-rich,non-habitable,1.93,Cyg,918,Transit,2016
Kepler-1523 b,Hot,Superterran,metals-rich,non-habitable,1.58,Cyg,918,Transit,2016
Kepler-710 b,Hot,Superterran,metals-rich,non-habitable,1.88,Lyr,919,Transit,2016
CoRoT-17 b,Hot,Jovian,hydrogen-rich,non-habitable,11.42,Sct,920,Primary Transit,2010
Kepler-1103 b,Hot,Superterran,metals-rich,non-habitable,2.27,Cyg,921,Transit,2016
Kepler-933 b,Hot,Superterran,metals-rich,non-habitable,2.45,Lyr,922,Transit,2016
Kepler-1420 b,Hot,Terran,metals-rich,non-habitable,1.28,Cyg,923,Transit,2016
Kepler-1122 b,Hot,Superterran,metals-rich,non-habitable,2.04,Lyr,924,Transit,2016
Kepler-1000 b,Hot,Neptunian,metals-rich,non-habitable,4.76,Lyr,925,Transit,2016
Kepler-608 b,Hot,Neptunian,metals-rich,non-habitable,3.64,Cyg,926,Transit,2016
Kepler-920 b,Hot,Superterran,metals-rich,non-habitable,2.42,Dra,926,Transit,2016
Kepler-920 c,Hot,Neptunian,metals-rich,non-habitable,3.8,Dra,926,Transit,2016
HAT-P-66 b,Hot,Jovian,metals-rich,non-habitable,17.81,UMa,927,Primary Transit,2016
Kepler-1622 b,Hot,Terran,metals-rich,non-habitable,1.47,Cyg,927,Transit,2016
Kepler-612 b,Hot,Neptunian,no-atmosphere,non-habitable,2.83,Cyg,932,Transit,2016
Kepler-1015 b,Hot,Neptunian,metals-rich,non-habitable,3.55,Cyg,932,Transit,2016
Kepler-809 b,Hot,Neptunian,metals-rich,non-habitable,3.01,Cyg,933,Transit,2016
Kepler-990 b,Hot,Neptunian,metals-rich,non-habitable,2.6,Cyg,933,Transit,2016
Kepler-990 c,Hot,Terran,no-atmosphere,non-habitable,1.52,Cyg,933,Transit,2016
Kepler-1115 b,Hot,Superterran,metals-rich,non-habitable,1.7,Cyg,935,Transit,2016
Kepler-987 b,Hot,Neptunian,metals-rich,non-habitable,3.26,Cyg,936,Transit,2016
Kepler-1241 b,Hot,Neptunian,metals-rich,non-habitable,2.63,Cyg,936,Transit,2016
Kepler-1330 b,Hot,Superterran,metals-rich,non-habitable,1.65,Lyr,939,Transit,2016
Kepler-1100 b,Hot,Superterran,metals-rich,non-habitable,1.75,Cyg,940,Transit,2016
Kepler-1132 b,Hot,Superterran,hydrogen-rich,non-habitable,2.35,Dra,940,Transit,2016
Kepler-1615 b,Hot,Superterran,metals-rich,non-habitable,2.06,Lyr,940,Transit,2016
Kepler-1342 b,Hot,Superterran,metals-rich,non-habitable,1.66,Cyg,941,Transit,2016
Kepler-712 b,Hot,Neptunian,metals-rich,non-habitable,3.4,Cyg,944,Transit,2016
Kepler-712 c,Warm,Neptunian,metals-rich,non-habitable,4.85,Cyg,944,Transit,2016
Kepler-1196 b,Hot,Superterran,metals-rich,non-habitable,2.23,Cyg,946,Transit,2016
Kepler-1207 b,Hot,Superterran,metals-rich,non-habitable,1.62,Cyg,946,Transit,2016
Kepler-1404 b,Hot,Superterran,metals-rich,non-habitable,2,Cyg,946,Transit,2016
Kepler-1231 b,Hot,Terran,metals-rich,non-habitable,1.42,Lyr,948,Transit,2016
Kepler-682 b,Hot,Jovian,metals-rich,non-habitable,7.37,Cyg,951,Transit,2016
Kepler-1379 b,Hot,Terran,no-atmosphere,non-habitable,1.3,Cyg,951,Transit,2016
Kepler-483 b,Hot,Neptunian,metals-rich,non-habitable,3.2,Lyr,953,Transit,2016
Kepler-829 b,Hot,Superterran,metals-rich,non-habitable,2.11,Lyr,954,Transit,2016
Kepler-1325 b,Hot,Neptunian,metals-rich,non-habitable,2.86,Lyr,955,Transit,2016
Kepler-822 b,Hot,Superterran,metals-rich,non-habitable,1.77,Cyg,956,Transit,2016
Kepler-869 b,Hot,Neptunian,metals-rich,non-habitable,3.61,Cyg,957,Transit,2016
Kepler-1220 b,Hot,Terran,metals-rich,non-habitable,1.52,Cyg,958,Transit,2016
Kepler-1333 b,Hot,Neptunian,metals-rich,non-habitable,2.81,Cyg,958,Transit,2016
CoRoT-30 b,Hot,Jovian,hydrogen-rich,non-habitable,11.42,Oph,960,Primary Transit,2017
Kepler-1383 b,Hot,Terran,metals-rich,non-habitable,1.41,Cyg,961,Transit,2016
Kepler-1641 b,Hot,Neptunian,metals-rich,non-habitable,3.1,Cyg,961,Transit,2016
Kepler-1641 c,Hot,Neptunian,metals-rich,non-habitable,2.95,Cyg,961,Transit,2016
Kepler-1355 b,Hot,Terran,metals-rich,non-habitable,1.46,Dra,963,Transit,2016
Kepler-1071 b,Hot,Superterran,metals-rich,non-habitable,2.37,Cyg,964,Transit,2016
Kepler-723 b,Hot,Jovian,,non-habitable,12.19,Lyr,965,Transit,2016
Kepler-923 b,Hot,Terran,metals-rich,non-habitable,1.38,Cyg,966,Transit,2016
Kepler-603 b,Hot,Neptunian,metals-rich,non-habitable,2.64,Cyg,967,Transit,2016
Kepler-603 c,Hot,Jovian,hydrogen-rich,non-habitable,6.5,Cyg,967,Transit,2016
Kepler-603 d,Hot,Terran,metals-rich,non-habitable,1.32,Cyg,967,Transit,2016
Kepler-818 b,Hot,Neptunian,metals-rich,non-habitable,5.11,Cyg,967,Transit,2016
Kepler-679 b,Hot,Neptunian,metals-rich,non-habitable,3.01,Cyg,968,Transit,2016
Kepler-1490 b,Hot,Neptunian,metals-rich,non-habitable,3.04,Cyg,968,Transit,2016
Kepler-602 b,Hot,Superterran,metals-rich,non-habitable,2.08,Cyg,971,Transit,2016
Kepler-1045 b,Hot,Neptunian,metals-rich,non-habitable,2.69,Lyr,971,Transit,2016
Kepler-1056 b,Hot,Neptunian,metals-rich,non-habitable,3.01,Cyg,971,Transit,2016
Kepler-1137 b,Hot,Superterran,metals-rich,non-habitable,2.2,Cyg,971,Transit,2016
Kepler-588 b,Hot,Neptunian,no-atmosphere,non-habitable,2.63,Dra,972,Transit,2016
Kepler-150 b,Hot,Terran,no-atmosphere,non-habitable,1.25,Lyr,973,Primary Transit,2014
Kepler-150 c,Hot,Neptunian,metals-rich,non-habitable,3.68,Lyr,973,Primary Transit,2014
Kepler-150 d,Hot,Neptunian,metals-rich,non-habitable,2.79,Lyr,973,Primary Transit,2014
Kepler-150 e,Hot,Neptunian,metals-rich,non-habitable,3.11,Lyr,973,Primary Transit,2014
Kepler-150 f,Warm,Superterran,metals-rich,psychroplanet,3.64,Lyr,973,Primary Transit,2017
Kepler-1452 b,Hot,Neptunian,metals-rich,non-habitable,2.7,Cyg,974,Transit,2016
Kepler-683 b,Hot,Superterran,metals-rich,non-habitable,1.97,Lyr,976,Transit,2016
Kepler-1072 b,Hot,Superterran,no-atmosphere,non-habitable,1.58,Cyg,976,Transit,2016
HAT-36 b,Hot,Jovian,hydrogen-rich,non-habitable,14.15,Sgr,977,Primary Transit,2017
Kepler-673 b,Hot,Jovian,metals-rich,non-habitable,6.53,Cyg,978,Transit,2016
Kepler-1041 b,Hot,Neptunian,metals-rich,non-habitable,2.93,Cyg,979,Transit,2016
Kepler-14 b,Hot,Jovian,hydrogen-rich,non-habitable,12.72,Lyr,980,Primary Transit,2011
Kepler-670 b,Hot,Jovian,,non-habitable,13.17,Cyg,980,Transit,2016
Kepler-733 b,Hot,Neptunian,metals-rich,non-habitable,2.82,Cyg,980,Transit,2016
HATS-12 b,Hot,Jovian,hydrogen-rich,non-habitable,15.12,Sgr,981,Primary Transit,2016
Kepler-604 b,Hot,Neptunian,metals-rich,non-habitable,2.59,Cyg,981,Transit,2016
Kepler-1291 b,Hot,Superterran,metals-rich,non-habitable,1.66,Lyr,982,Transit,2016
Kepler-1554 b,Warm,Neptunian,metals-rich,non-habitable,2.9,Lyr,982,Transit,2016
Kepler-1614 b,Hot,Terran,metals-rich,non-habitable,1.49,Dra,982,Transit,2016
Kepler-590 b,Hot,Neptunian,metals-rich,non-habitable,4.02,Cyg,986,Transit,2016
Kepler-1102 b,Hot,Neptunian,metals-rich,non-habitable,2.65,Dra,986,Transit,2016
Kepler-1623 b,Hot,Terran,metals-rich,non-habitable,1.31,Cyg,986,Transit,2016
Kepler-1155 b,Hot,Superterran,metals-rich,non-habitable,2.03,Lyr,987,Transit,2016
Kepler-470 b,Hot,Jovian,,non-habitable,14.43,Cyg,989,Transit,2016
Kepler-820 b,Hot,Jovian,metals-rich,non-habitable,6.08,Lyr,989,Transit,2016
Kepler-1162 b,Hot,Superterran,metals-rich,non-habitable,2.21,Lyr,989,Transit,2016
Kepler-738 b,Hot,Superterran,hydrogen-rich,non-habitable,2.5,Lyr,992,Transit,2016
Kepler-1600 b,Warm,Neptunian,metals-rich,non-habitable,3.12,Lyr,992,Transit,2016
Kepler-1561 b,Hot,Terran,no-atmosphere,non-habitable,1.09,Cyg,993,Transit,2016
Kepler-1546 b,Hot,Neptunian,metals-rich,non-habitable,3.12,Cyg,994,Transit,2016
Kepler-924 b,Hot,Neptunian,metals-rich,non-habitable,3.07,Lyr,995,Transit,2016
Kepler-998 b,Hot,Superterran,metals-rich,non-habitable,2.32,Cyg,996,Transit,2016
Kepler-1127 b,Hot,Superterran,metals-rich,non-habitable,1.96,Cyg,996,Transit,2016
Kepler-1297 b,Hot,Terran,no-atmosphere,non-habitable,0.97,Cyg,996,Transit,2016
Kepler-1134 b,Hot,Neptunian,metals-rich,non-habitable,2.64,Cyg,997,Transit,2016
CoRoT-25 b,Hot,Jovian,metals-rich,non-habitable,12.1,Oph,1000,Primary Transit,2012
Kepler-692 b,Hot,Neptunian,metals-rich,non-habitable,3.1,Cyg,1000,Transit,2016
Kepler-765 b,Hot,Superterran,metals-rich,non-habitable,2.43,Lyr,1000,Transit,2016
Kepler-771 b,Hot,Superterran,metals-rich,non-habitable,1.81,Lyr,1000,Transit,2016
WTS-2 b,Hot,Jovian,metals-rich,non-habitable,14.56,Cyg,1000,Primary Transit,2013
Kepler-693 b,Hot,Jovian,hydrogen-rich,non-habitable,10.17,Lyr,1002,Transit,2016
Kepler-713 b,Hot,Superterran,metals-rich,non-habitable,2.48,Cyg,1003,Transit,2016
Kepler-836 b,Hot,Neptunian,metals-rich,non-habitable,2.73,Lyr,1003,Transit,2016
Kepler-959 b,Hot,Neptunian,metals-rich,non-habitable,4.38,Cyg,1003,Transit,2016
Kepler-1599 b,Hot,Superterran,metals-rich,non-habitable,1.62,Lyr,1004,Transit,2016
Kepler-1280 b,Hot,Superterran,metals-rich,non-habitable,1.87,Cyg,1006,Transit,2016
Kepler-736 b,Hot,Neptunian,metals-rich,non-habitable,2.92,Lyr,1007,Transit,2016
Kepler-1001 b,Hot,Neptunian,metals-rich,non-habitable,3.15,Dra,1009,Transit,2016
Kepler-672 b,Hot,Superterran,hydrogen-rich,non-habitable,2.5,Cyg,1011,Transit,2016
Kepler-1144 b,Hot,Superterran,metals-rich,non-habitable,1.99,Cyg,1012,Transit,2016
Kepler-764 b,Hot,Superterran,metals-rich,non-habitable,1.64,Cyg,1013,Transit,2016
Kepler-593 b,Hot,Neptunian,metals-rich,non-habitable,2.87,Cyg,1016,Transit,2016
Kepler-757 b,Hot,Terran,no-atmosphere,non-habitable,1.36,Cyg,1016,Transit,2016
Kepler-1578 b,Hot,Terran,no-atmosphere,non-habitable,1.04,Cyg,1016,Transit,2016
Kepler-1024 b,Hot,Neptunian,metals-rich,non-habitable,3.91,Lyr,1017,Transit,2016
Kepler-1116 b,Hot,Superterran,metals-rich,non-habitable,2.54,Cyg,1017,Transit,2016
Kepler-1279 b,Hot,Superterran,metals-rich,non-habitable,1.75,Lyr,1017,Transit,2016
Kepler-616 b,Hot,Superterran,metals-rich,non-habitable,2.43,Cyg,1019,Transit,2016
Kepler-616 c,Hot,Neptunian,metals-rich,non-habitable,3.4,Cyg,1019,Transit,2016
Kepler-1377 b,Hot,Terran,no-atmosphere,non-habitable,1.25,Cyg,1019,Transit,2016
Kepler-541 b,Hot,Neptunian,metals-rich,non-habitable,3.36,Cyg,1020,Transit,2016
Kepler-976 b,Hot,Neptunian,metals-rich,non-habitable,3.95,Cyg,1020,Transit,2016
Kepler-1051 b,Hot,Neptunian,metals-rich,non-habitable,3.39,Cyg,1021,Transit,2016
Kepler-642 b,Hot,Neptunian,no-atmosphere,non-habitable,2.9,Cyg,1022,Transit,2016
Kepler-694 b,Hot,Neptunian,metals-rich,non-habitable,2.8,Lyr,1023,Transit,2016
Kepler-1149 b,Hot,Terran,metals-rich,non-habitable,1.43,Cyg,1023,Transit,2016
Kepler-1176 b,Hot,Superterran,metals-rich,non-habitable,2.45,Cyg,1023,Transit,2016
Kepler-1357 b,Hot,Terran,no-atmosphere,non-habitable,1.28,Cyg,1026,Transit,2016
Kepler-917 b,Hot,Superterran,metals-rich,non-habitable,1.9,Cyg,1027,Transit,2016
Kepler-1287 b,Hot,Terran,metals-rich,non-habitable,1.53,Cyg,1027,Transit,2016
Kepler-643 b,Hot,Jovian,hydrogen-rich,non-habitable,10.15,Lyr,1029,Transit,2016
Kepler-799 b,Hot,Jovian,hydrogen-rich,non-habitable,6.88,Lyr,1029,Transit,2016
Kepler-939 b,Hot,Superterran,metals-rich,non-habitable,1.75,Cyg,1029,Transit,2016
Kepler-1187 b,Hot,Neptunian,metals-rich,non-habitable,2.61,Lyr,1029,Transit,2016
Kepler-1504 b,Hot,Superterran,metals-rich,non-habitable,2.13,Cyg,1029,Transit,2016
Kepler-91 b,Hot,Jovian,metals-rich,non-habitable,15.5,Lyr,1030,Primary Transit,2013
Kepler-663 b,Hot,Neptunian,no-atmosphere,non-habitable,2.6,Cyg,1030,Transit,2016
Kepler-1348 b,Hot,Superterran,metals-rich,non-habitable,1.94,Cyg,1033,Transit,2016
Kepler-592 b,Hot,Superterran,metals-rich,non-habitable,2.39,Dra,1034,Transit,2016
Kepler-944 b,Hot,Neptunian,metals-rich,non-habitable,2.63,Cyg,1035,Transit,2016
Kepler-781 b,Hot,Neptunian,metals-rich,non-habitable,2.89,Lyr,1036,Transit,2016
Kepler-899 b,Hot,Neptunian,metals-rich,non-habitable,2.68,Cyg,1038,Transit,2016
Kepler-857 b,Hot,Jovian,hydrogen-rich,non-habitable,6.8,Cyg,1039,Transit,2016
Kepler-1070 b,Hot,Superterran,metals-rich,non-habitable,1.72,Cyg,1040,Transit,2016
Kepler-565 b,Hot,Neptunian,metals-rich,non-habitable,3.64,Lyr,1041,Transit,2016
Kepler-1260 b,Hot,Superterran,metals-rich,non-habitable,1.77,Cyg,1041,Transit,2016
Kepler-855 b,Hot,Jovian,metals-rich,non-habitable,8.34,Cyg,1043,Transit,2016
Kepler-501 b,Hot,Neptunian,metals-rich,non-habitable,4.3,Cyg,1044,Transit,2016
Kepler-689 b,Hot,Neptunian,metals-rich,non-habitable,2.89,Cyg,1044,Transit,2016
Kepler-1334 b,Hot,Superterran,metals-rich,non-habitable,2.28,Cyg,1047,Transit,2016
Kepler-800 b,Hot,Neptunian,metals-rich,non-habitable,2.84,Lyr,1049,Transit,2016
Kepler-1054 b,Hot,Neptunian,no-atmosphere,non-habitable,2.63,Cyg,1050,Transit,2016
Kepler-1569 b,Hot,Superterran,metals-rich,non-habitable,1.68,Cyg,1050,Transit,2016
Kepler-1052 b,Hot,Neptunian,metals-rich,non-habitable,2.92,Cyg,1051,Transit,2016
Kepler-841 b,Hot,Neptunian,metals-rich,non-habitable,5.23,Dra,1052,Transit,2016
Kepler-704 b,Hot,Neptunian,no-atmosphere,non-habitable,2.61,Lyr,1054,Transit,2016
Kepler-412 b,Hot,Jovian,metals-rich,non-habitable,14.84,Lyr,1056,Primary Transit,2014
Kepler-1354 b,Hot,Neptunian,metals-rich,non-habitable,2.97,Lyr,1057,Transit,2016
Kepler-816 b,Hot,Jovian,hydrogen-rich,non-habitable,10.24,Cyg,1059,Transit,2016
Kepler-1289 b,Hot,Terran,metals-rich,non-habitable,1.52,Cyg,1059,Transit,2016
Kepler-1471 b,Hot,Terran,metals-rich,non-habitable,1.41,Cyg,1059,Transit,2016
Kepler-1494 b,Hot,Neptunian,metals-rich,non-habitable,3.07,Lyr,1059,Transit,2016
Kepler-1556 b,Hot,Superterran,metals-rich,non-habitable,1.96,Lyr,1060,Transit,2016
Kepler-700 b,Hot,Neptunian,metals-rich,non-habitable,5.98,Lyr,1061,Transit,2016
Kepler-1610 b,Hot,Superterran,metals-rich,non-habitable,1.61,Cyg,1063,Transit,2016
Kepler-684 b,Hot,Neptunian,metals-rich,non-habitable,3.36,Lyr,1066,Transit,2016
Kepler-1415 b,Hot,Terran,no-atmosphere,non-habitable,1.29,Dra,1066,Transit,2016
Kepler-497 b,Hot,Neptunian,metals-rich,non-habitable,6.04,Lyr,1070,Transit,2016
KOI-368.01 b,Hot,Jovian,,non-habitable,20.5,Lyr,1070,Primary Transit,2014
Kepler-874 b,Hot,Neptunian,metals-rich,non-habitable,3.94,Cyg,1072,Transit,2016
